response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.9682,0.8867,0.3609,0.8945
Rep,18 to 34,Some college or trade school,White,Male,Hispanic,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Not at all likely,Republican,Nonwhite,Nonwhite,18 to 34,White,"Rest, Trump >60%",Less than 50 percent,Cell,0,0.4107,0.8828,1.8192,0.2437
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.97,1.1836,0.8675,1.1877
Rep,50 to 64,Some college or trade school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Dubuque,85 percent or higher,Cell,1,0.8898,1.5917,1.2536,1.5811
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Male,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Dubuque,85 percent or higher,Cell,1,0.932,0.8447,0.401,0.858
Dem,18 to 34,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Linn,Less than 50 percent,Cell,1,0.4174,1.3265,2.8261,1.4193
Rep,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Black Hawk,50 to 85 percent,Cell,1,0.8322,0.8223,0.8244,0.8397
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9535,0.4851,0.22,0.4874
Dem,65 and older,Some college or trade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Black Hawk,85 percent or higher,Cell,1,0.9675,0.5662,0.3505,0.5712
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Dubuque,85 percent or higher,Cell,1,0.97,0.8111,0.3295,0.8138
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9351,0.628,0.3322,0.6375
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9366,0.8126,0.6236,0.8247
Dem,65 and older,High school,White,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,White,Linn,85 percent or higher,Cell,1,0.97,1.1367,0.781,1.1463
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Black Hawk,85 percent or higher,Cell,1,0.8902,0.7511,0.551,0.7461
Und,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.97,1.4355,1.037,1.4477
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Dubuque,85 percent or higher,Cell,1,0.97,1.0371,0.4582,1.0459
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.97,0.9578,0.6351,0.966
Rep,35 to 49,Graduate or Professional Degree,White,Male,Asian,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,Nonwhite,35 to 49,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.8919,0.6349,0.54,0.6306
Rep,35 to 49,High school,White,Male,White,Approve,Dems. take House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Linn,50 to 85 percent,Cell,0.5556,0.7199,1.4526,1.6412,1.1486
Dem,65 and older,High school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Cell,1,0.97,1.1919,0.9738,1.202
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Cell,1,0.97,1.4047,1.0668,1.4166
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,0.8889,0.9559,0.9237,0.6399,0.9234
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Landline,0.8889,0.9389,0.8676,0.3829,0.8555
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.97,0.7627,0.3367,0.7653
Dem,50 to 64,Some college or trade school,Black,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Non-White,Black Hawk,85 percent or higher,Cell,1,0.909,1.019,0.8952,1.0401
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Black Hawk,85 percent or higher,Cell,1,0.9471,0.5558,0.2174,0.5587
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,"Rest, Trump <60%",85 percent or higher,Cell,1,0.9534,1.2447,1.2813,1.2378
3,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Landline,1,0.97,0.5563,0.3433,0.5582
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Black Hawk,85 percent or higher,Landline,1,0.911,0.7009,0.4442,0.7151
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.8797,1.1122,0.8858,1.1273
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Linn,50 to 85 percent,Landline,1,0.8337,1.1209,0.4217,1.1644
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,Don't know,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Linn,85 percent or higher,Cell,1,0.8604,0.6884,0.361,0.6998
Dem,18 to 34,Some college or trade school,Unknown,Female,Other,Disapp.,Dems. take House,Don't know,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,18 to 34,Unknown,"Rest, Trump >60%",50 to 85 percent,Cell,1,0.5742,1.2322,1.5696,1.3909
Und,65 and older,High school,White,Male,White,Don't know,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Linn,50 to 85 percent,Landline,0.5556,0.701,1.2698,1.1602,0.9947
Dem,50 to 64,Bachelors' degree,White,Female,Other,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Cell,1,0.9047,0.8492,0.3417,0.8577
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Linn,85 percent or higher,Cell,1,0.97,0.6557,0.3621,0.658
Und,50 to 64,Bachelors' degree,Black,Female,Black,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Black Hawk,85 percent or higher,Cell,1,0.8799,0.7906,0.4573,0.8012
Dem,50 to 64,High school,White,Female,White,Approve,Don't know,Favorable,Favorable,45 to 64,High School Grad. or Less,Other,Female,Already voted,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,"Rest, Trump <60%",85 percent or higher,Landline,1,0.9002,1.7454,1.5419,1.785
Dem,65 and older,Grade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9354,1.1666,0.8682,1.1739
Und,35 to 49,High school,Asian,Male,Hispanic,Approve,Dems. take House,Favorable,Favorable,45 to 64,High School Grad. or Less,Democratic,Female,Somewhat likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Black Hawk,Less than 50 percent,Cell,0.6667,0.4637,1.137,3.1276,0.8634
Und,65 and older,High school,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Linn,50 to 85 percent,Landline,0,0.5579,1.4519,1.5471,0.591
Rep,18 to 34,Bachelors' degree,White,Male,Black,Approve,Reps. keep House,Don't know,Favorable,18 to 29,4-year College Grad.,Republican,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Black Hawk,Less than 50 percent,Cell,0,0.0913,0.5826,2.2577,0.1196
Rep,35 to 49,High school,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Dubuque,85 percent or higher,Cell,1,0.97,1.6974,2.045,1.6905
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Linn,85 percent or higher,Landline,1,0.97,1.7128,1.1898,1.7187
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Linn,85 percent or higher,Cell,1,0.97,1.0665,0.6012,1.0755
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,Linn,85 percent or higher,Landline,1,0.97,0.7728,0.3966,0.7794
Dem,65 and older,Some college or trade school,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Non-White,Linn,85 percent or higher,Cell,1,0.97,1.0066,0.7712,1.0025
Rep,35 to 49,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,Unknown,Black Hawk,85 percent or higher,Cell,1,0.8769,0.7228,0.7962,0.7329
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.8627,0.7564,0.5561,0.752
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.97,0.6004,0.3741,0.6056
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.9234,0.6305,0.3127,0.6416
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Dems. take House,Unfavorable,Favorable,65 and older,4-year College Grad.,Other,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Black Hawk,85 percent or higher,Cell,1,0.8663,0.6127,0.3215,0.6315
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,Dubuque,85 percent or higher,Landline,1,0.97,0.8523,0.4714,0.8595
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9317,0.9173,0.5849,0.9235
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Rest, Trump >60%",50 to 85 percent,Cell,1,0.8316,0.8947,0.6612,0.9299
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.97,0.7117,0.2777,0.7141
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Rest, Trump >60%",85 percent or higher,Landline,1,0.9596,0.7493,0.3714,0.7455
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Rest, Trump <60%",50 to 85 percent,Landline,1,0.8434,0.9292,0.5795,0.9472
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,"Rest, Trump <60%",50 to 85 percent,Landline,1,0.8177,0.6423,0.3347,0.64
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Dubuque,50 to 85 percent,Cell,1,0.707,1.341,1.4323,1.4044
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Linn,85 percent or higher,Landline,1,0.9227,0.9853,0.3877,0.9929
Rep,65 and older,High school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Linn,85 percent or higher,Landline,1,0.9264,1.2181,0.9911,1.227
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,[DO NOT READ] Don't know/Refused,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Rest, Trump <60%",85 percent or higher,Cell,1,0.97,1.3356,1.3266,1.3469
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Linn,Less than 50 percent,Landline,1,0.1549,0.9988,3.9493,1.4426
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,"Rest, Trump >60%",50 to 85 percent,Cell,1,0.635,0.9115,1.1013,0.9721
